,geometry,weight,time
9,"LINESTRING (127.36301060000002 36.3653874, 127.35787324999997 36.36044786666667)",6,2019-11-1 10:00:00
10,"LINESTRING (127.35787324999997 36.36044786666667, 127.35223372222221 36.359518333333334)",10,2019-11-1 10:00:00
11,"LINESTRING (127.35223372222221 36.359518333333334, 127.34516407692307 36.361328461538456)",9,2019-11-1 10:00:00
12,"LINESTRING (127.34516407692307 36.361328461538456, 127.34027740000003 36.363040899999994)",8,2019-11-1 10:00:00
13,"LINESTRING (127.34027740000003 36.363040899999994, 127.3362961219513 36.36414360975612)",8,2019-11-1 10:00:00
14,"LINESTRING (127.3362961219513 36.36414360975612, 127.32921907894733 36.366783552631574)",8,2019-11-1 10:00:00
15,"LINESTRING (127.32921907894733 36.366783552631574, 127.32388536000002 36.36707008)",9,2019-11-1 10:00:00
16,"LINESTRING (127.32388536000002 36.36707008, 127.31906940000002 36.366983700000006)",6,2019-11-1 10:00:00
17,"LINESTRING (127.31906940000002 36.366983700000006, 127.32388536000002 36.36707008)",5,2019-11-1 10:00:00
18,"LINESTRING (127.32388536000002 36.36707008, 127.32921907894733 36.366783552631574)",5,2019-11-1 10:00:00
19,"LINESTRING (127.32921907894733 36.366783552631574, 127.3362961219513 36.36414360975612)",7,2019-11-1 10:00:00
20,"LINESTRING (127.3362961219513 36.36414360975612, 127.34027740000003 36.363040899999994)",4,2019-11-1 10:00:00
21,"LINESTRING (127.34027740000003 36.363040899999994, 127.33675476190477 36.35671771428572)",1,2019-11-1 10:00:00
22,"LINESTRING (127.33675476190477 36.35671771428572, 127.3420286935484 36.35468166129031)",6,2019-11-1 10:00:00
23,"LINESTRING (127.3420286935484 36.35468166129031, 127.34516407692307 36.361328461538456)",5,2019-11-1 10:00:00
24,"LINESTRING (127.3362961219513 36.36414360975612, 127.339492 36.36778866666666)",4,2019-11-1 10:00:00
25,"LINESTRING (127.36946775 36.343911, 127.36939389743591 36.351570435897436)",3,2019-11-1 10:00:00
26,"LINESTRING (127.36939389743591 36.351570435897436, 127.36403686046516 36.35430000000001)",9,2019-11-1 10:00:00
27,"LINESTRING (127.36403686046516 36.35430000000001, 127.36295765384618 36.358130750000015)",3,2019-11-1 10:00:00
28,"LINESTRING (127.36295765384618 36.358130750000015, 127.3585231891892 36.35443786486486)",3,2019-11-1 10:00:00
29,"LINESTRING (127.3585231891892 36.35443786486486, 127.35787324999997 36.36044786666667)",2,2019-11-1 10:00:00
30,"LINESTRING (127.35787324999997 36.36044786666667, 127.36295765384618 36.358130750000015)",12,2019-11-1 10:00:00
31,"LINESTRING (127.36295765384618 36.358130750000015, 127.35787324999997 36.36044786666667)",10,2019-11-1 10:00:00
32,"LINESTRING (127.35223372222221 36.359518333333334, 127.35787324999997 36.36044786666667)",9,2019-11-1 10:00:00
33,"LINESTRING (127.36295765384618 36.358130750000015, 127.3693842142857 36.35787582142857)",6,2019-11-1 10:00:00
34,"LINESTRING (127.3693842142857 36.35787582142857, 127.36939389743591 36.351570435897436)",3,2019-11-1 10:00:00
35,"LINESTRING (127.3693842142857 36.35787582142857, 127.36295765384618 36.358130750000015)",4,2019-11-1 10:00:00
36,"LINESTRING (127.33996576666665 36.34783783333334, 127.33931519999999 36.3438666)",4,2019-11-1 10:00:00
37,"LINESTRING (127.33931519999999 36.3438666, 127.33996576666665 36.34783783333334)",2,2019-11-1 10:00:00
38,"LINESTRING (127.33996576666665 36.34783783333334, 127.34708831249999 36.347899749999996)",4,2019-11-1 10:00:00
39,"LINESTRING (127.3362961219513 36.36414360975612, 127.33675476190477 36.35671771428572)",4,2019-11-1 10:00:00
40,"LINESTRING (127.3420286935484 36.35468166129031, 127.33996576666665 36.34783783333334)",4,2019-11-1 10:00:00
41,"LINESTRING (127.33931519999999 36.3438666, 127.33518133333332 36.33683166666666)",2,2019-11-1 10:00:00
42,"LINESTRING (127.33518133333332 36.33683166666666, 127.33183866666666 36.33177033333334)",2,2019-11-1 10:00:00
43,"LINESTRING (127.33183866666666 36.33177033333334, 127.33855300000002 36.331393676470576)",3,2019-11-1 10:00:00
44,"LINESTRING (127.33855300000002 36.331393676470576, 127.34414724999999 36.331029)",5,2019-11-1 10:00:00
45,"LINESTRING (127.34414724999999 36.331029, 127.34743642857144 36.332311928571436)",4,2019-11-1 10:00:00
46,"LINESTRING (127.34743642857144 36.332311928571436, 127.3479665 36.327771642857144)",5,2019-11-1 10:00:00
47,"LINESTRING (127.34743642857144 36.332311928571436, 127.34414724999999 36.331029)",2,2019-11-1 10:00:00
48,"LINESTRING (127.34414724999999 36.331029, 127.33855300000002 36.331393676470576)",2,2019-11-1 10:00:00
49,"LINESTRING (127.36403686046516 36.35430000000001, 127.3585231891892 36.35443786486486)",9,2019-11-1 10:00:00
50,"LINESTRING (127.3585231891892 36.35443786486486, 127.3541543870968 36.35145287096775)",10,2019-11-1 10:00:00
51,"LINESTRING (127.3541543870968 36.35145287096775, 127.34787379545455 36.352153204545445)",9,2019-11-1 10:00:00
52,"LINESTRING (127.34787379545455 36.352153204545445, 127.3420286935484 36.35468166129031)",9,2019-11-1 10:00:00
53,"LINESTRING (127.339492 36.36778866666666, 127.345728 36.3682)",1,2019-11-1 10:00:00
54,"LINESTRING (127.345728 36.3682, 127.34516407692307 36.361328461538456)",1,2019-11-1 10:00:00
55,"LINESTRING (127.34516407692307 36.361328461538456, 127.35223372222221 36.359518333333334)",7,2019-11-1 10:00:00
56,"LINESTRING (127.36496300000002 36.3625226, 127.36932094736841 36.36617742105263)",3,2019-11-1 10:00:00
57,"LINESTRING (127.36932094736841 36.36617742105263, 127.36800672 36.33433412)",1,2019-11-1 10:00:00
58,"LINESTRING (127.36800672 36.33433412, 127.36664400000001 36.33851250000001)",2,2019-11-1 10:00:00
59,"LINESTRING (127.3693842142857 36.35787582142857, 127.36496300000002 36.3625226)",2,2019-11-1 10:00:00
60,"LINESTRING (127.36496300000002 36.3625226, 127.36295765384618 36.358130750000015)",5,2019-11-1 10:00:00
61,"LINESTRING (127.35223372222221 36.359518333333334, 127.34858694117645 36.354784470588235)",3,2019-11-1 10:00:00
62,"LINESTRING (127.34858694117645 36.354784470588235, 127.34516407692307 36.361328461538456)",1,2019-11-1 10:00:00
63,"LINESTRING (127.34516407692307 36.361328461538456, 127.3420286935484 36.35468166129031)",5,2019-11-1 10:00:00
64,"LINESTRING (127.3420286935484 36.35468166129031, 127.33675476190477 36.35671771428572)",5,2019-11-1 10:00:00
65,"LINESTRING (127.33675476190477 36.35671771428572, 127.34027740000003 36.363040899999994)",1,2019-11-1 10:00:00
66,"LINESTRING (127.3420286935484 36.35468166129031, 127.34708831249999 36.347899749999996)",1,2019-11-1 10:00:00
67,"LINESTRING (127.34708831249999 36.347899749999996, 127.3420286935484 36.35468166129031)",1,2019-11-1 10:00:00
68,"LINESTRING (127.3420286935484 36.35468166129031, 127.34787379545455 36.352153204545445)",6,2019-11-1 10:00:00
69,"LINESTRING (127.34787379545455 36.352153204545445, 127.34708831249999 36.347899749999996)",5,2019-11-1 10:00:00
70,"LINESTRING (127.34743642857144 36.332311928571436, 127.35200606666665 36.33212006666667)",5,2019-11-1 10:00:00
71,"LINESTRING (127.35200606666665 36.33212006666667, 127.35828917647059 36.332700470588236)",6,2019-11-1 10:00:00
72,"LINESTRING (127.35828917647059 36.332700470588236, 127.36800672 36.33433412)",3,2019-11-1 10:00:00
73,"LINESTRING (127.36800672 36.33433412, 127.35828917647059 36.332700470588236)",3,2019-11-1 10:00:00
74,"LINESTRING (127.35828917647059 36.332700470588236, 127.35200606666665 36.33212006666667)",3,2019-11-1 10:00:00
75,"LINESTRING (127.35200606666665 36.33212006666667, 127.34743642857144 36.332311928571436)",3,2019-11-1 10:00:00
76,"LINESTRING (127.34414724999999 36.331029, 127.35200606666665 36.33212006666667)",1,2019-11-1 10:00:00
77,"LINESTRING (127.34708831249999 36.347899749999996, 127.34787379545455 36.352153204545445)",3,2019-11-1 10:00:00
78,"LINESTRING (127.34708831249999 36.347899749999996, 127.34742716666669 36.3419355)",3,2019-11-1 10:00:00
79,"LINESTRING (127.34742716666669 36.3419355, 127.3493224 36.337627999999995)",2,2019-11-1 10:00:00
80,"LINESTRING (127.3493224 36.337627999999995, 127.34743642857144 36.332311928571436)",2,2019-11-1 10:00:00
81,"LINESTRING (127.36932094736841 36.36617742105263, 127.36496300000002 36.3625226)",4,2019-11-1 10:00:00
82,"LINESTRING (127.35787324999997 36.36044786666667, 127.3585231891892 36.35443786486486)",2,2019-11-1 10:00:00
83,"LINESTRING (127.33855300000002 36.331393676470576, 127.33183866666666 36.33177033333334)",1,2019-11-1 10:00:00
84,"LINESTRING (127.33183866666666 36.33177033333334, 127.3244455 36.332237)",1,2019-11-1 10:00:00
85,"LINESTRING (127.3244455 36.332237, 127.31861266666665 36.332261333333335)",1,2019-11-1 10:00:00
86,"LINESTRING (127.31861266666665 36.332261333333335, 127.31815 36.33824)",1,2019-11-1 10:00:00
87,"LINESTRING (127.31815 36.33824, 127.318913 36.3424265)",1,2019-11-1 10:00:00
88,"LINESTRING (127.34708831249999 36.347899749999996, 127.33996576666665 36.34783783333334)",4,2019-11-1 10:00:00
89,"LINESTRING (127.33996576666665 36.34783783333334, 127.3332565 36.348602)",2,2019-11-1 10:00:00
90,"LINESTRING (127.3332565 36.348602, 127.33996576666665 36.34783783333334)",1,2019-11-1 10:00:00
91,"LINESTRING (127.33996576666665 36.34783783333334, 127.3420286935484 36.35468166129031)",1,2019-11-1 10:00:00
92,"LINESTRING (127.3585231891892 36.35443786486486, 127.36403686046516 36.35430000000001)",6,2019-11-1 10:00:00
93,"LINESTRING (127.34787379545455 36.352153204545445, 127.34858694117645 36.354784470588235)",4,2019-11-1 10:00:00
94,"LINESTRING (127.34858694117645 36.354784470588235, 127.35223372222221 36.359518333333334)",2,2019-11-1 10:00:00
95,"LINESTRING (127.36295765384618 36.358130750000015, 127.36403686046516 36.35430000000001)",4,2019-11-1 10:00:00
96,"LINESTRING (127.35787324999997 36.36044786666667, 127.3546922 36.3638982)",4,2019-11-1 10:00:00
97,"LINESTRING (127.3546922 36.3638982, 127.35787324999997 36.36044786666667)",3,2019-11-1 10:00:00
98,"LINESTRING (127.35787324999997 36.36044786666667, 127.36301060000002 36.3653874)",3,2019-11-1 10:00:00
99,"LINESTRING (127.36301060000002 36.3653874, 127.36932094736841 36.36617742105263)",2,2019-11-1 10:00:00
100,"LINESTRING (127.36403686046516 36.35430000000001, 127.36939389743591 36.351570435897436)",6,2019-11-1 10:00:00
101,"LINESTRING (127.36939389743591 36.351570435897436, 127.3693842142857 36.35787582142857)",2,2019-11-1 10:00:00
102,"LINESTRING (127.36932094736841 36.36617742105263, 127.36301060000002 36.3653874)",3,2019-11-1 10:00:00
103,"LINESTRING (127.3546922 36.3638982, 127.35223372222221 36.359518333333334)",2,2019-11-1 10:00:00
104,"LINESTRING (127.33675476190477 36.35671771428572, 127.3362961219513 36.36414360975612)",4,2019-11-1 10:00:00
105,"LINESTRING (127.31906940000002 36.366983700000006, 127.31884433333333 36.35937333333334)",1,2019-11-1 10:00:00
106,"LINESTRING (127.31884433333333 36.35937333333334, 127.32701689999999 36.3592771)",2,2019-11-1 10:00:00
107,"LINESTRING (127.32701689999999 36.3592771, 127.31884433333333 36.35937333333334)",2,2019-11-1 10:00:00
108,"LINESTRING (127.32701689999999 36.3592771, 127.33110880000001 36.356377900000005)",2,2019-11-1 10:00:00
109,"LINESTRING (127.33110880000001 36.356377900000005, 127.33675476190477 36.35671771428572)",2,2019-11-1 10:00:00
110,"LINESTRING (127.33675476190477 36.35671771428572, 127.33110880000001 36.356377900000005)",1,2019-11-1 10:00:00
111,"LINESTRING (127.34027740000003 36.363040899999994, 127.34516407692307 36.361328461538456)",3,2019-11-1 10:00:00
112,"LINESTRING (127.33855300000002 36.331393676470576, 127.33518133333332 36.33683166666666)",1,2019-11-1 10:00:00
113,"LINESTRING (127.33518133333332 36.33683166666666, 127.33855300000002 36.331393676470576)",1,2019-11-1 10:00:00
114,"LINESTRING (127.34027740000003 36.363040899999994, 127.32921907894733 36.366783552631574)",1,2019-11-1 10:00:00
115,"LINESTRING (127.36496300000002 36.3625226, 127.35787324999997 36.36044786666667)",1,2019-11-1 10:00:00
116,"LINESTRING (127.35787324999997 36.36044786666667, 127.36496300000002 36.3625226)",1,2019-11-1 10:00:00
117,"LINESTRING (127.34858694117645 36.354784470588235, 127.3420286935484 36.35468166129031)",3,2019-11-1 10:00:00
118,"LINESTRING (127.3332565 36.348602, 127.327402 36.34867966666667)",1,2019-11-1 10:00:00
119,"LINESTRING (127.327402 36.34867966666667, 127.33110880000001 36.356377900000005)",1,2019-11-1 10:00:00
120,"LINESTRING (127.33110880000001 36.356377900000005, 127.32701689999999 36.3592771)",2,2019-11-1 10:00:00
121,"LINESTRING (127.32701689999999 36.3592771, 127.32921907894733 36.366783552631574)",1,2019-11-1 10:00:00
122,"LINESTRING (127.3420286935484 36.35468166129031, 127.34858694117645 36.354784470588235)",2,2019-11-1 10:00:00
123,"LINESTRING (127.36939389743591 36.351570435897436, 127.36946775 36.343911)",3,2019-11-1 10:00:00
124,"LINESTRING (127.36946775 36.343911, 127.36664400000001 36.33851250000001)",1,2019-11-1 10:00:00
125,"LINESTRING (127.36664400000001 36.33851250000001, 127.36800672 36.33433412)",1,2019-11-1 10:00:00
126,"LINESTRING (127.3541543870968 36.35145287096775, 127.34708831249999 36.347899749999996)",1,2019-11-1 10:00:00
127,"LINESTRING (127.36664400000001 36.33851250000001, 127.36946775 36.343911)",1,2019-11-1 10:00:00
128,"LINESTRING (127.32921907894733 36.366783552631574, 127.32701689999999 36.3592771)",1,2019-11-1 10:00:00
129,"LINESTRING (127.31861266666665 36.332261333333335, 127.3244455 36.332237)",1,2019-11-1 10:00:00
130,"LINESTRING (127.3244455 36.332237, 127.33183866666666 36.33177033333334)",1,2019-11-1 10:00:00
131,"LINESTRING (127.339492 36.36778866666666, 127.3362961219513 36.36414360975612)",1,2019-11-1 10:00:00
132,"LINESTRING (127.34858694117645 36.354784470588235, 127.34787379545455 36.352153204545445)",3,2019-11-1 10:00:00
133,"LINESTRING (127.34787379545455 36.352153204545445, 127.3541543870968 36.35145287096775)",2,2019-11-1 10:00:00
134,"LINESTRING (127.3541543870968 36.35145287096775, 127.34858694117645 36.354784470588235)",1,2019-11-1 10:00:00
135,"LINESTRING (127.33996576666665 36.34783783333334, 127.3541543870968 36.35145287096775)",1,2019-11-1 10:00:00
0,"LINESTRING (127.31933587500001 36.341299, 127.31922860000002 36.332281)",1,2019-11-1 11:00:00
1,"LINESTRING (127.31922860000002 36.332281, 127.325758 36.3322655)",1,2019-11-1 11:00:00
2,"LINESTRING (127.325758 36.3322655, 127.33219333333334 36.33238766666667)",1,2019-11-1 11:00:00
3,"LINESTRING (127.33219333333334 36.33238766666667, 127.33806372727271 36.33196772727272)",2,2019-11-1 11:00:00
4,"LINESTRING (127.33806372727271 36.33196772727272, 127.34234199999999 36.33219966666667)",8,2019-11-1 11:00:00
5,"LINESTRING (127.34234199999999 36.33219966666667, 127.3479144090909 36.33221386363636)",5,2019-11-1 11:00:00
6,"LINESTRING (127.3479144090909 36.33221386363636, 127.35308250000001 36.332153142857145)",6,2019-11-1 11:00:00
7,"LINESTRING (127.35308250000001 36.332153142857145, 127.35843579999997 36.332753)",6,2019-11-1 11:00:00
8,"LINESTRING (127.32652575 36.36182475, 127.325446 36.35967133333333)",1,2019-11-1 11:00:00
9,"LINESTRING (127.325446 36.35967133333333, 127.332023875 36.35718625)",2,2019-11-1 11:00:00
10,"LINESTRING (127.332023875 36.35718625, 127.33728065217392 36.360696826086965)",1,2019-11-1 11:00:00
11,"LINESTRING (127.33728065217392 36.360696826086965, 127.34092085416665 36.35489987500001)",3,2019-11-1 11:00:00
12,"LINESTRING (127.34092085416665 36.35489987500001, 127.34742542857141 36.352616619047616)",6,2019-11-1 11:00:00
13,"LINESTRING (127.34742542857141 36.352616619047616, 127.34852099999998 36.355823)",6,2019-11-1 11:00:00
14,"LINESTRING (127.34852099999998 36.355823, 127.34742542857141 36.352616619047616)",3,2019-11-1 11:00:00
15,"LINESTRING (127.34742542857141 36.352616619047616, 127.35122889473685 36.350799947368415)",3,2019-11-1 11:00:00
16,"LINESTRING (127.35122889473685 36.350799947368415, 127.35730294444443 36.353847333333334)",5,2019-11-1 11:00:00
17,"LINESTRING (127.35730294444443 36.353847333333334, 127.35122889473685 36.350799947368415)",4,2019-11-1 11:00:00
18,"LINESTRING (127.35122889473685 36.350799947368415, 127.35261700000001 36.35656155555555)",1,2019-11-1 11:00:00
19,"LINESTRING (127.35261700000001 36.35656155555555, 127.35730294444443 36.353847333333334)",1,2019-11-1 11:00:00
20,"LINESTRING (127.35730294444443 36.353847333333334, 127.362725 36.354553249999995)",7,2019-11-1 11:00:00
21,"LINESTRING (127.362725 36.354553249999995, 127.3634441538462 36.35462610256408)",5,2019-11-1 11:00:00
22,"LINESTRING (127.3634441538462 36.35462610256408, 127.364018 36.357855125)",5,2019-11-1 11:00:00
23,"LINESTRING (127.364018 36.357855125, 127.368894282353 36.35256389411763)",1,2019-11-1 11:00:00
24,"LINESTRING (127.368894282353 36.35256389411763, 127.36901140425535 36.3464089787234)",8,2019-11-1 11:00:00
25,"LINESTRING (127.36901140425535 36.3464089787234, 127.36703766666666 36.342012000000004)",3,2019-11-1 11:00:00
26,"LINESTRING (127.36703766666666 36.342012000000004, 127.36901140425535 36.3464089787234)",3,2019-11-1 11:00:00
27,"LINESTRING (127.36901140425535 36.3464089787234, 127.368894282353 36.35256389411763)",10,2019-11-1 11:00:00
28,"LINESTRING (127.34609545454549 36.34686, 127.34261733333334 36.343179166666665)",2,2019-11-1 11:00:00
29,"LINESTRING (127.34261733333334 36.343179166666665, 127.3392939 36.3436387)",1,2019-11-1 11:00:00
30,"LINESTRING (127.3392939 36.3436387, 127.33993179310346 36.348469034482754)",3,2019-11-1 11:00:00
31,"LINESTRING (127.33993179310346 36.348469034482754, 127.34092085416665 36.35489987500001)",4,2019-11-1 11:00:00
32,"LINESTRING (127.34742542857141 36.352616619047616, 127.34609545454549 36.34686)",1,2019-11-1 11:00:00
33,"LINESTRING (127.34609545454549 36.34686, 127.33993179310346 36.348469034482754)",1,2019-11-1 11:00:00
34,"LINESTRING (127.33993179310346 36.348469034482754, 127.3392939 36.3436387)",4,2019-11-1 11:00:00
35,"LINESTRING (127.33993179310346 36.348469034482754, 127.34261733333334 36.343179166666665)",1,2019-11-1 11:00:00
36,"LINESTRING (127.34261733333334 36.343179166666665, 127.34609545454549 36.34686)",2,2019-11-1 11:00:00
37,"LINESTRING (127.34609545454549 36.34686, 127.35122889473685 36.350799947368415)",2,2019-11-1 11:00:00
38,"LINESTRING (127.3634441538462 36.35462610256408, 127.368894282353 36.35256389411763)",9,2019-11-1 11:00:00
39,"LINESTRING (127.33946583333334 36.32971466666667, 127.33806372727271 36.33196772727272)",4,2019-11-1 11:00:00
40,"LINESTRING (127.33806372727271 36.33196772727272, 127.33219333333334 36.33238766666667)",3,2019-11-1 11:00:00
41,"LINESTRING (127.33806372727271 36.33196772727272, 127.33946583333334 36.32971466666667)",1,2019-11-1 11:00:00
42,"LINESTRING (127.36494975 36.334947375, 127.3692445 36.33374864285714)",5,2019-11-1 11:00:00
43,"LINESTRING (127.368894282353 36.35256389411763, 127.3634441538462 36.35462610256408)",12,2019-11-1 11:00:00
